id,nombre,nombre_norm,actividad,direccion,telefono,email,sitio_web,instagram,facebook,linkedin,logo_url,logo_origen,contacto_nombre,descripcion,ubicacion,cuit
30,BIOTEC S.A.,biotec,"Alquiler de vehiculos. Alquiler de equipos y maquinarias. Construcción, reforma y reparación de edificios. Servicio de transporte.","Au. Circunvalación Oeste y Ruta 51, Colectora sureste 3. (4193) San Luis Salta",(0387) 155 869 022,info@biotecexport.com.ar,http://www.biotecexport.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/biotec.jpg,camara,Rodrigo Gómez,,,
263,BLG TRANSLATIONS,blg translations,Servicios de traducción profesional,"Lote 77 B° La Reserva, San Lorenzo Chico, Salta",(0387) 154 036 373,mavirginiavillagra@gmail.com / virginia@blgaps.com,https://blgaps.com/spa/,https://www.instagram.com/blg.translations,,https://www.linkedin.com/company/96336811/,https://capemisa.com.ar/wp-content/uploads/2026/01/BLG-Translations-1024x1024.jpeg,camara,Virginia Villagra,,,
175,BM MINERIA SALTA S.A.S.,bm mineria salta,Venta al por menor y mayor de artículos de ferretería y materiales eléctricos.,"Rivadavia 491, Salta",(0387) 2287016,internoconsultora@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2024/10/cropped-Logo-Capemisa-RedesMesa-de-trabajo-1-1024x497.png,camara,,,,
91,BMI S.A.,bmi,Constructora,Av. Alfredo Palacios 2430 (4400) Salta,(0387) 4272121,,https://www.bmi.com.ar/,https://www.instagram.com/bmiconstructora/,https://www.facebook.com/bmiconstructora/,https://www.linkedin.com/company/bmi-constructora/,https://capemisa.com.ar/wp-content/uploads/2021/08/bmi.png,camara,Lucas Poulakidas,,,
264,BÖHM ASESORES DE SEGUROS,bohm asesores de seguros,"Asesoramiento Integral en Seguros, Análisis de Riesgos, Comercialización y Producción de Seguros del Sector Corporativo",Gral. Güemes 484 (4400) Salta,(0387) 4320610 / 156 846 088,info@bohmasesores.com,https://www.bohmasesores.com/,https://www.instagram.com/bohmasesoresdeseguros/,https://www.facebook.com/bohmasesores,https://www.linkedin.com/company/bohmasesoresdeseguros,https://capemisa.com.ar/wp-content/uploads/2022/12/Captura-de-Pantalla-2022-12-06-a-las-19.21.27-1024x383.png,camara,Andrés A. Böhm,,,
176,BOLLINI S.A.,bollini,Ferretería industrial,"Pellegrini 811, Salta",(0387) 4235990 / 387 351 1971,luis.monasterio@bollini.com,https://www.bollini.com/,,,,https://capemisa.com.ar/wp-content/uploads/2026/02/Bolllini-1024x291.jpg,camara,Luis Monasterio,,,
6,Borax Argentina – Yacimiento Tincalayu,borax argentina yacimiento tincalayu,"Mineral: Tincal, Hidroboracita, Colemanita, Ulexita — Fase: En producción — Producto: Borax Decahidratado, Borax Pentahidratado, Hidroboracita",,,info@boraxargentina.com,https://boraxargentina.com/ ,https://www.instagram.com/boraxarg/,https://www.facebook.com/BoraxArg,https://www.linkedin.com/company/borax-argentina-s-a-,https://cmsalta.com.ar/wp-content/uploads/2024/01/borax-argentina-2024-1.png,camara,,"NOS DEDICAMOS A LA MINERÍA HACE MÁS DE 50 AÑOS EXPLORANDO, EXTRAYENDO Y REFINANDO BORATOS DESTINADOS A DIVERSAS APLICACIONES EN LA INDUSTRIA Y EN LA AGRICULTURA.
La compañía posee una excelente reputación como proveedora de productos de Primera Calidad, empleando como mano de obra a los habitantes del lugar, ejerciendo la custodia del Medio Ambiente, y con una fuerte integración con las Comunidades donde opera.

Cuando nace el mundo nace el boro. Y a pesar de la importancia de los mismos, no fue sino hasta el año 1876 cuando se supo de su existencia en la República Argentina.

El boro es un mineral presente en la naturaleza que nos rodea. Para su utilización en la industria el hombre debió aprender a extraerlo y procesarlo.

En la Argentina, se lo extrajo por primera vez a fines del siglo XIX, cuando en Jujuy se instaló la compañía ""La Belga"".

A principios del siglo XX la Compañía Internacional de Borax adquiere los derechos de explotación de ""La Belga"". Años más tarde adquiere los derechos de explotación de otra empresa minera, ""Cuevitas Trading"", propietaria de Tincalayu, Diablillos, parte de Sijes y Salinas Grandes, entre otras. En 1956 se inician las actividades extractivas en mina Tincalayu y desde 1958 Borax Argentina, se constituye como empresa.

BORAX ARGENTINA S.A. se ubica en la provincia de Salta, al Noroeste de la República Argentina, en la localidad de Campo Quijano, a 1350 msnm y 30 km desde Salta Capital. Allí cuenta con sus Oficinas Centrales, Planta de Ácido Bórico, Planta de Fusión, y dependencias de Despacho de Productos Terminados.

Sus sitios de producción son Tincalayu, Sijes y El Porvenir

El Yacimiento Tincalayu se encuentra en el Salar del Hombre Muerto - Departamento de Los Andes, Provincia de Salta, a 4100 msnm y 370 km de distancia de Campo Quijano. De allí se extrae el mineral Tincal, que luego de una primera concentración es ingresado a la Planta de Bórax para producir Borax Decahidratado como producto final, o como producto intermedio para la producción de Borax Pentahidratado.

El Yacimiento Sijes se encuentra en el Salar de Santa Rosa de los Pastos Grandes, Departamento de Los Andes, Provincia de Salta, a 3870 msnm y 320 km de distancia de Campo Quijano. De allí se extraen minerales como hidroboracita, colemanita y ulexita. El yacimiento cuenta con una planta de concentración magnética para la producción de minerales, que se presentan triturados y en polvo.

La hidroboracita se comercializa como producto final, y también se utiliza para la fabricación de ácido bórico. Las reservas de este mineral en el yacimiento Sijes son las de mayor volumen de las conocidas actualmente en todo el mundo.

El Yacimiento Porvenir se encuentra en el Salar de Cauchari, Departamento de Susques, Provincia de Jujuy, a 4100 msnm y a 241 Km de distancia de Campo Quijano. En este yacimiento se extrae ulexita.",Salar del Hombre Muerto,
117,BOSCH S.R.L.,bosch,"Fabricación y venta al por mayor de colectores y termotanques solares, instalación y aprovisionamiento de equipos para energía solar fotovoltaica. Proyectos llave en mano de energía solar térmica y fotovoltaica.",Av. Rodríguez Durañona 1901 (4400) Salta,(0387) 154 467 881,administracion@sungreen.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2021/12/Bosch-1-1024x1024.jpg,camara,Camila Pérez,,,
177,BP SA,bp,Venta y Distribución de Materiales Eléctricos,Av. Monseñor Tavella 2830 – Salta,(0387) 4271001,presupuestos@bp-sa.com.ar,https://bpsolucioneselectricas.com.ar/,,,,https://bpsolucioneselectricas.com.ar/static/images/logos/header_fegime.svg,sitio_oficial,Cdor. Alvaro Bernardinez,,,
45,BUILDING S.R.L.,building,Catering y Gastronomía,Balcarce 1 Local 3 (4400) Salta,(0387) 4212082,jp-bonini@hotmail.com,https://www.instagram.com/cafebalcarcecentro/,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Juan Pablo Bonini,,,
31,CACTUS S.R.L.,cactus,Alquiler de vehículos,Leguizamón 465 (4400) Salta,(0387) 4311722,mbarrantes@cactus.com.ar,https://www.cactus.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/cactus.jpg,camara,Manuel Barrantes,,,
327,Cámara de la Minería de Salta,camara de la mineria de salta,Ind. Minera,Casa MInera - Av. Bolivia 4650 (4400) - Salta - Argentina,03874215567,info@cmsalta.com.ar,https://cmsalta.com.ar,https://www.instagram.com/camaramineriasalta,,https://www.linkedin.com/company/c%C3%A1mara-de-la-miner%C3%ADa-de-salta/,https://uis.com.ar/storage/2024/07/cms.jpg,camara,,"Fundada en 1965, la Cámara de la Minería de Salta es una institución que tiene como propósito fomentar el desarrollo de la minería e industrias vinculadas. Ejerce la representación de los intereses de sus asociados ante entidades públicas y privadas que pueden influir en esta actividad productiva. Desde entonces, la Cámara acompaña y asesora a sus asociados en materia técnica, económica, legal y social, al tiempo que contribuye a la difusión de la minería. La Cámara de la Minería de Salta es una institución referente, que aboga por una minería sustentable, participativa, diversa e inclusiva en pos del desarrollo comunitario, local y nacional.",Salta,
68,CAMPO BRAVO S.A.S.,campo bravo,Consultora de Servicios Generales,Pje. Maravialla 645 (4400) Salta,(0387) 154 100 782,info@campobravosas.com,,,,,https://capemisa.com.ar/wp-content/uploads/2023/08/campo-bravo.jpg,camara,Bruno del Campo,,,
69,CAPITAL HUMANO SALTA,capital humano salta,Recursos Humanos y Desarrollo Organizacional,Pasaje Mollinedo 207 Oficina C (4400) Salta,(0387) 154 100 750,agustina.castro@capitalhumanosalta.com,https://capitalhumanosalta.com/web/,https://www.instagram.com/capitalhumanosalta/,,https://www.linkedin.com/company/capital-humano-salta/,https://capemisa.com.ar/wp-content/uploads/2022/03/capital_humano-1024x266.png,camara,Agustina Castro – Andrea Marton,,,
32,CARBIAN,carbian,Alquiler de vehículos equipados para la actividad minera.,Excombatientes de Malvinas 3571 Salta,(0387) 278 0000,enzo.damiani@cenoa.com.ar,https://carbian.com.ar/,https://www.instagram.com/carbian_ok/,,,https://capemisa.com.ar/wp-content/uploads/2024/02/carbian.png,camara,Enzo Damiani,,,
178,CARLOS FLORES S.H.,carlos flores,Distribuidor mayorista de EPP. Ferretería,Dean Funes 1148 (4400) Salta,(0387) 155 097 922 / 155 097 661 / 155 097 630,carlos@carlosfloressh.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Carlos Flores,,,
328,Cartoon SA,cartoon,Ind. Gráfica,"Av, Chile 1820",54 387 423-6019,,https://www.cartoon.com.ar/,,,,https://uis.com.ar/storage/2024/07/cartoon.jpg,camara,,"Desde su fundación, Cartoon S.A. se ha dedicado a ofrecer productos y servicios de calidad en el ámbito del entretenimiento y la animación. Su equipo de profesionales se esfuerza por brindar la mejor atención al cliente, asegurando que cada experiencia sea única. Con una amplia gama de opciones, Cartoon S.A. se ha posicionado como un referente en la industria local. La combinación de creatividad y compromiso ha permitido que la compañía crezca y se adapte a las necesidades del mercado, consolidando su lugar en la comunidad.",Salta,
365,Castellani,castellani,Ind. Construcción,"La Rioja 465 y Rodriguez Durañona N° 2457, Parque Industrial de Salta",03874234500,presupuestos@castellanividrios.com.ar,https://www.castellanividrios.com.ar,https://www.instagram.com/castellaniaberturas/,,,https://uis.com.ar/storage/2026/04/logo-castellani.webp,camara,,"Empresa dedicada al diseño y construcción de estructuras de aluminio, vidrio y espejos, desde la ingeniería y construcción hasta la instalación final de los materiales; con obras en todo el país.",Salta,
70,CATALDI FLEMING ERNESTO,cataldi fleming ernesto,Abogado con experiencia en temas mineros y tributarios,Zuviria 333 1° oficina A (4400) Salta,(0387) 4212224,ernestocataldi@gmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Ernesto Cataldi Fleming,,,
46,CATERING ANDINO,catering andino,Catering para minería,Los Berros S/N San Lorenzo Salta,(0387) 155 102 254,info@cateringandino.com.ar,http://www.cateringandino.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Juan Manuel Moisés,,,
47,CATERING DE ALTURA S.A.S.,catering de altura,Servicio de Catering. Limpieza. Lavandería.,Rivadavia 440 (4400) Salta,(0387) 155 170 667,jonathan.kira@cateringdealtura.com,https://www.cateringdealtura.com,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/catering_de_altura.png,camara,Lic. Jonathan Kira,,,
48,CATERING DE LAS NUBES S.R.L.,catering de las nubes,Servicio de Catering. Servicio de Logística. Servicio de Housekeeping.,Adolfo Güemes 460 (4400) Salta,(0387) 210 6501,comercial@cateringdelasnubes.com.ar,https://cateringdelasnubes.com.ar/,https://www.instagram.com/delasnubes.sm,https://www.facebook.com/profile.php,https://www.linkedin.com/company/de-las-nubes/,https://capemisa.com.ar/wp-content/uploads/2024/05/catering-de-las-nubes-1024x515.png,camara,Irina Yarad / Luciana Yarad,,,
92,CE Y BA S.R.L.,ce y ba,"Alquiler de maquinarias para la construcción. Obras de arquitectura, civiles, de saneamiento, hidráulicas y eléctricas.",Pje. Rosario de la Frontera 738 (4400) Salta,(0387) 4220939,jorge.cein@ceybasrl.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Jorge Cein,,,
265,CENTINELA SERVICIOS MINEROS S.A.,centinela servicios mineros,Servicio de apoyo para la minería,Gral. Güemes 281 Salta,(0387) 155 089 488,marcelo@flemingconsultores.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2024/12/centinela-1024x709.jpg,camara,Marcelo Fleming,,,
266,CENTRO DE NEGOCIOS SLA – COWORKING S.A.S.,centro de negocios sla coworking,Alquiler de oficinas y depósitos,Av. Belgrano 1078 – Salta,(0387) 155 203 050,info@coworkingsalta.com,https://coworkingsalta.com/,https://www.instagram.com/coworkingsla/,https://www.facebook.com/coworkingensalta,https://www.linkedin.com/in/coworking-sla-5758b6150/,https://capemisa.com.ar/wp-content/uploads/2023/09/coworking.png,camara,Rodrigo Caro,,,
207,CENTRO DISTRIBUIDOR S.A.,centro distribuidor,Logística y servicios,Canillitas S/N B° Torino (4400) Salta,(0387) 403 2318,contacto@logisticadelalto.com,http://centrodistribuidorsa.negocio.site/,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/centro-distribuidor-1024x386.jpg,camara,Virginia Ramos,,,
230,CENTRO MEDICO BALCARCE,centro medico balcarce,Medicina laboral,Balcarce 693 Salta,(0387) 155 217 749,laboral@centromedicobalcarce.ar,https://www.centromedicobalcarce.ar/inicio.html,https://www.instagram.com/centromedicobalcarce/,https://www.facebook.com/centromedicobalcarcesalta,,https://capemisa.com.ar/wp-content/uploads/2024/06/centro-medico-balcarce.png,camara,Julieta Valeria Bulacio,,,
330,Cerámica Alberdi S.A.,ceramica alberdi,Ind. Construcción,"Av. Durañona 16 (4400), Parque industrial Salta.",(0387) 422-6600,newsletter@alberdi.com.ar,https://www.alberdi.com.ar,https://www.instagram.com/alberdiceramica/,https://www.facebook.com/alberdiCeramica,https://www.linkedin.com/company/alberdi-ceramica,https://uis.com.ar/storage/2024/07/alberdi.jpg,camara,,"Fundada en 1907 en la ciudad de Rosario, Provincia de Santa Fe, Cerámica Alberdi es líder en el mercado argentino de pisos y revestimientos. Su capital accionario es 100% nacional. La producción se realiza con la mas alta tecnología y elevados estándares de calidad, atendiendo a las nuevas tendencias del mercado. Con sus diferentes marcas, Alberdi, Allpa y Paz, ha construido un amplio portfolio de productos que abarca todos los segmentos del mercado, desde los mas básicos hasta los mas sofisticados. La compañía se distingue por su permanente reinversión, lo que ha permitido que su capacidad de producción anual supere los 36 millones de metros de cerámicos y porcellanatos. Además del éxito alcanzado en el mercado local, exporta a más de quince países, siendo los principales Chile, Uruguay, Estados Unidos, Paraguay y Reino Unido.",Salta,
331,Cerámica del Norte S.A.,ceramica del norte,Ind. Construcción,"Av. José Artigas 252, Salta",+54 387 4280680,info@ceramicadelnorte.com,https://ceramicadelnorte.com,https://www.instagram.com/ceramicadelnorteok/,https://www.facebook.com/CeramicaDelNorte/,,https://uis.com.ar/storage/2024/07/ceramica-del-norte.jpg,camara,,"Cerámica del Norte S.A., con 90 años de trayectoria, es una de las empresas pioneras de Salta en la fabricación de productos para la construcción. A lo largo de su historia, ha mantenido un firme compromiso con la calidad y eficiencia, destacándose en el sector tanto en proyectos públicos como privados. Desde 1979, la empresa ha ampliado su alcance con su área de Desarrollos inmobiliarios, logrando un portafolio extenso de obras que abarcan construcciones tradicionales. Este crecimiento nos permite afirmar con orgullo: “Donde mires, estamos”. En 2019, lanzamos Tu Casa en 180 Días, un proyecto innovador que ofrece viviendas construidas con mampostería de ladrillos y cerámicos huecos en un tiempo récord de seis meses, desde la aprobación de los planos. Cerámica del Norte S.A. cuenta con cinco plantas de producción en Salta, equipadas con tecnología de vanguardia que nos posicionan a la altura de las mejores fábricas internacionales, siempre con la misma dedicación hacia la mejora continua y el compromiso con nuestra comunidad.",Salta,
329,Cerámica Salteña S.A.,ceramica saltena,Ind. Construcción,Polonia 2201 (Viejo Camino a la Isla),54 (387) 435 0350 / 435 0277,comercial@ceramicasalt.com.ar,https://ceramicasaltena.com.ar,,,,https://uis.com.ar/storage/2024/07/ceramica-saltena.jpg,camara,,"Desde 1971 somos fabricantes especializados en materiales de construcción. Como nuestro nombre lo indica, Cerámica Salteña tiene sus orí­genes en la Provincia de Salta, al norte de la República Argentina. Con un predio de 100.000 m2 contamos con la última tecnologí­a tanto en la fabricación de viguetas de hormigón pretensados, productos de poliestireno expandido (EPS) y de pisos cerámicos.",Salta,
267,CIA. GUTIERREZ S.R.L.,cia gutierrez,Servicio eléctrico y obra civil,"Calle 9 de Julio S/N, Salta",(03878) 155 10404,roberto.gutierrez@ciagutierrez.com.ar / rocio.gutierrez@ciagutierrez.com.ar,https://www.ciagutierrez.com.ar/,https://www.instagram.com/cia.gutierrez_/,https://www.facebook.com/profile.php,,https://capemisa.com.ar/wp-content/uploads/2025/09/cia.-gutierrez.jpeg,camara,Roberto Gutierrez / Rocío Gutierrez,,,
332,Cía. Industrial Cervecera S.A.,cia industrial cervecera,Ind. Cerveceras y Vitivinícolas,Dr Adolfo Guemes 1253,0387 432-2400,atencionalconsumidor@ccu.com.ar,https://www.ccu.com.ar,https://www.instagram.com/ccu.argentina/,https://www.facebook.com/CCU-Argentina-103956628077457/,,https://uis.com.ar/storage/2024/07/ccu.jpg,camara,,"La Compañía Industrial Cervecera fue fundada por un grupo de inversores salteños en 1958. La empresa logró un fuerte posicionamiento local con su producto Cerveza Salta; hasta que en 1995 fue adquirida por CCU, empresa de capitales chilenos que aún hoy es su propietaria y que siguió creciendo hasta posicionarse como una de las más grandes del mercado cervecero argentino. En su planta de Salta se sigue produciendo Cerveza Salta rubia y negra, además de otras marcas propias (como Salta Cautiva) e internacionales como Heineken y otras.",Salta,
153,CICLOS INGENIERIA S.R.L,ciclos ingenieria,"Ingeniería eléctrica, instrumentación y control industrial",Anzoategui 1661 (4400) Salta,(0387) 154 029 007,hparada@ciclosingenieria.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/ciclos_ingenieria.jpg,camara,Hernán Parada,,,
268,CIS GLOBAL S.A.S.,cis global,Servicios integrales en comercio exterior,Luis Patrón Costas 52,(0387) 154 795 701,david.maidana@cis-arg.com,https://cisglobalservices.com/,https://www.instagram.com/cisglobalservices,,,https://capemisa.com.ar/wp-content/uploads/2024/03/cis-global.png,camara,Joaquin Orquera,,,
71,CLAUDIO DEVITA CONSULTORES EN ABASTECIMIENTOS,claudio devita consultores en abastecimientos,"Consultores en abastecimientos, compras, logística y almacenes",Hermanos Gimenez 154 – Vaqueros Salta,(0387) 155 698 772,cdevita61@hotmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2021/11/logo-1.png,camara,Claudio Devita,,,
179,CLICER S.A.S.,clicer,"Venta de repustos para el automotor, para refrigeración y para lavarropas",Alberdi 1079 (4400) Salta,(0387) 4231061,mariana@ceridono.com.ar,https://www.ceridono.ar/,https://www.instagram.com/ceridonoWeb/,https://www.facebook.com/ceridonoweb/,https://www.linkedin.com/in/ceridono/,https://ceridono.ar/wp-content/uploads/2025/07/logo.svg,sitio_oficial,Mariana Ceridono,,,
269,COCEL S.A.,cocel,"Servicios de comercio exterior, logísticos y almacenaje.","Ruta Provincial N° 26, Km 2, Salta",(0387) 155 786 958,sales1@cocelsa.com.ar,https://cocelsa.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2025/01/cocel.jpg,camara,Sergio Beltrán,"Cocel es una empresa de servicios que cuenta con un depósito fiscal de 3500 m2 (2440 m2 bajo techo y 1025 m2 de playón fiscal), además de una báscula para camiones homologada para pesajes oficiales y control logístico. Trabaja con empresas líderes del sector y mantiene las certificaciones más exigentes del mercado internacional",Salta,
334,Combustibles del Norte SA,combustibles del norte,Ind. Varias,"Avenida Chile 1.275, Salta",(0387) 423-6555,info@cnorte.com.ar,https://www.delnortecombustible.com,,,,https://uis.com.ar/storage/2024/07/cn.jpg,camara,,"Combustibles del Norte (CN Grupo) es un grupo empresarial con más de 35 años de trayectoria, que integra soluciones para los sectores de Oil & Gas, Agro y Minería. Está integrado por 9 empresas; con 11 bases distribuidas en Salta, Santiago del Estero y el Norte de Chile; y más de 270 colaboradores que acompañan el crecimiento de sus clientes con innovación, eficiencia y una visión de desarrollo sostenible.",Salta,
126,COMPAÑIA MERCANTIL AGRICOLA E INDUSTRIAL S.A.,compania mercantil agricola e industrial,"Proveedores de Maquinaria Agrícola y Vial John Deere, Hitachi. Representante oficial de Neumáticos Michelin y Camso. Venta de Repuestos, servicios y monitoreo de equipos John Deere.",en Salta: Av. Paraguay 1899 (4400) Salta Sucursal Embarcación: Ruta Nac. 34 Km 1344 Sucursal Lajitas: Complejo Comercial Lajitas Ruta Prov. 5 y 30,(0387) 4231700,ciamercantil@ciamercantil.com.ar,https://www.ciamercantilsa.com.ar/,https://www.instagram.com/cia.mercantil/,https://www.facebook.com/CIAMERCANTIL/,https://www.linkedin.com/company/ciamercantil/,https://capemisa.com.ar/wp-content/uploads/2021/08/compania_mercantil.png,camara,Adrian Loprestti,,,
57,COMTEC,comtec,Tecnología y Telecomunicaciones,Au. Circunvalación Oeste y Ruta 51(4400) Salta,(0387) 4085327 / 4085221,info@cvcnet.com.ar,https://www.cvcnet.com.ar/,https://www.instagram.com/comtec.cvcnet,,https://ar.linkedin.com/company/comtecinternet,https://www.cvcnet.com.ar/public/images/logo-comtec-w.svg,sitio_oficial,Eugenia Masó,,,
93,CONEVIAL S.R.L.,conevial,Movimiento de suelo. Obras civiles. Alquiler de maquinarias. Obras hidráulicas.,Gonzalo Saravia 60 (4400) Salta,(0387) 155 842 659,jniederle@conevial.com.ar,https://conevial.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/conevial.jpeg,camara,Juan Niederle,,,
154,CONSORCIO DE COOPERACION BSD – GECO,consorcio de cooperacion bsd geco,Ingeniería civil. Montajes industriales. Movimineto de suelo. Instalación de cañerias pead.,Adolfo Güemes 36 Salta,,jgrenni@gecosrl.com.ar,,,,,https://capemisa.com.ar/wp-content/uploads/2024/09/Consorcio-BSD-GECO.jpeg,camara,Javier Grenni / Pablo Hernandez,,,
231,CONSULMET S.R.L.,consulmet,Medicina laboral,San Luis 695 (4400) Salta,(0387) 4321987,c.saha@consulmet.com.ar,http://www.consulmet.com.ar/,https://www.instagram.com/consulmet/,,https://www.linkedin.com/company/consulmetmedicinalaboral/,https://capemisa.com.ar/wp-content/uploads/2023/08/consulmet.jpg,camara,Carlos Saha,,,
72,CONSULTORA INTEGRAL EN LIDERAZGO,consultora integral en liderazgo,Servicios de RRHH y comercial,"Pasaje Aguado 628, Salta",(0387) 155 470 664 / 154 774 444,contacto@consultoracil.com.ar,https://www.consultoracil.com.ar/,https://instagram.com/consultoracil,https://www.facebook.com/consultoracil.recursoshumanos/,https://ar.linkedin.com/in/consultora-cil-a7275a51,https://capemisa.com.ar/wp-content/uploads/2026/06/consultora-cil.jpeg,camara,María del Huerto Cachagua,,,
249,CONSULTORIA Y SERVICIOS AFINES A LA MINERIA S.A.S.,consultoria y servicios afines a la mineria,Servicio de escolta. Alquiler de vehículos 4x4,"Alejandro Gallardo 118, Salta",(0387) 154 538 166,administracion@cysgroup.com.ar,https://cysgroup.com.ar/,,,https://www.linkedin.com/company/consultor%C3%ADa-y-servicios-afines-a-la-miner%C3%ADa,https://capemisa.com.ar/wp-content/uploads/2026/04/cropped-cys-ico.png,camara,Agustín Petersen,,,
33,CONTROL ANDINA S.A.S.,control andina,Alquiler de Camionetas 4×4. Venta y alquiler de módulos habitacionales,Caseros 1595 1° Salta,(0387) 155 112 959,rolandodiaz@citcontrol.com,,,,,https://capemisa.com.ar/wp-content/uploads/2023/12/control-andina.jpg,camara,Rolando Diaz,,,
333,COPROTAB Ltda.,coprotab,Ind. Tabacalera,"Ruta Nacional N°51 3.5 km, Estación Alvarado, Salta",(0387) 424-1261/0066/119,coprotab.@coprotab.com,https://www.coprotab.com,,,,https://uis.com.ar/storage/2024/07/coprotab.jpg,camara,,"La COPROTAB (Cooperativa de Productores Tabacaleros de Salta Ltda.) es una cooperativa fundada en 1972 con el objetivo de participar activamente en la comercialización de la producción tabacalera y defender los intereses de los agricultores. Actualmente es una de las principales empresas en el sector tabacalero de Argentina, abasteciendo a empresas multinacionales y ofreciendo productos de alta calidad. La cooperativa cuenta con más de 1.800 socios y se dedica al acopio, procesamiento y comercialización del tabaco producido en la provincia, así como a la producción de fertilizantes.",Salta,
180,CORRALON CEDRORAN S.R.L.,corralon cedroran,Comercio de maderas y relacionados,Caseros 1750 (4400) Salta,(0387) 4211582,info@cedroran.com,https://cedroran.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2021/08/LOGO-CEDRORAN-01.jpeg,camara,Nicolás Reston,,,
181,CORRALÓN LA TABLADA,corralon la tablada,Venta de materiales para la construcción,Avda. Independencia 1150 (4400) Salta,(0387) 4230874,marcos.briones@corralonlatablada.com.ar,http://www.corralonlatablada.com.ar/,,https://www.facebook.com/corralon.latabladasalta,,https://capemisa.com.ar/wp-content/uploads/2021/08/corralon_la_tablada.jpg,camara,Marcos Briones,,,
7,Corriente Argentina S.A. – Proyecto Taca Taca,corriente argentina s a proyecto taca taca,Exploración — Mineral: Cobre — Fase: Exploración avanzada,,,,,,,,https://cmsalta.com.ar/wp-content/uploads/2022/05/fqmlogo.jpeg,camara,,,Tolar Grande,
319,Cosalta Ltda,cosalta,Ind. Agroindustrias y Alimentos,"Av. Chile 1467, A4400 Salta",0387 423-1206,info@cosalta.com.ar,https://http://www.cosalta.com.ar,,,,https://uis.com.ar/storage/2024/07/cosalta.jpg,camara,,"Somos una empresa láctea Salteña que cuenta con más de 50 años de historia, gracias al esfuerzo, cooperación y entrega de un gran número de salteños que decidieron integrar esta cooperativa para brindar productos de excelente calidad en todo el norte argentino.",Salta,
270,COSEGURO INTEGRAL,coseguro integral,"Venta de confección de ropa de trabajo, accesorios y calzados. Coseguro","Av. Belgrano esq. 20 de Febrero (Local B), Salta",(0387) 154 543 105 / 154 776 176,natanurquia@integralmf.com.ar / elizabethpistan.imf@gmail.com,https://cosegurointegral.com/,,,,https://capemisa.com.ar/wp-content/uploads/2026/02/Logo-Coseguro-Integral.jpg,camara,Natán Urquía / Elizabeth Pistán,,,
182,CRAUSAZ S.R.L.,crausaz,"Venta de materiales de construcción, artículos de ferretería y eléctricos. Servicio de transporte de automotor.","San Martin 460, Salvador Mazza, Salta",(03876) 547 267,gfernandez@crausazsrl.com.ar,http://www.crausazsrl.com.ar/,,,,https://capemisa.com.ar/wp-content/uploads/2026/06/crausaz-1024x1024.jpeg,camara,Guadalupe Fernández,,,
335,Cristalizando S.R.L.,cristalizando,Ind. Metalurgica,Dean Funes 2501 - Salta,(0387) 443-6433,ventas@cristalizando.com,https://cristalizando.com,https://www.instagram.com/cristalizandosa,https://www.facebook.com/cristalizandosa,,https://uis.com.ar/storage/2024/07/cristalizando.jpg,camara,,"Desde 1995 Cristalizando se dedica a brindar soluciones de aluminio, PVC, vidrios, barandas de acero inoxidable, mamparas y cortinas. Ofrecen una amplia gama de productos de alta calidad, diseñados para satisfacer las demandas más exigentes, jerarquizar el estilo y la funcionalidad de sus proyectos. Brindan además servicios especiales como servicio técnico y de reparación, programas de mantenimiento y asesoramiento especializado en obra.",Salta,
244,CUARZO PERFORACIONES S.R.L.,cuarzo perforaciones,Perforaciones con diamantina,"Tadeo Tadia 435, Salta",(0387) 313 1518,ggarnica@cuarzoperforaciones.com,,,,,https://capemisa.com.ar/wp-content/uploads/2025/11/Logo-Cuarzo.jpg,camara,Gustavo Garnica,,,
208,CUENCA DEL PILCOMAYO S.R.L.,cuenca del pilcomayo,Logistica. Venta de Mercadería,Av. Circunvalación Oeste KM 8.1 Colectora Este RP 58 San Lorenzo Salta,(0387) 154 776 662,cuencadelpilcomayo@hotmail.com,,,,,https://capemisa.com.ar/wp-content/uploads/2024/08/cuenca-del-pilcomayo-1.jpg,camara,José Ignacio Gerala,,,
